feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-1.2280775399925485,-0.47003810368313953,-0.8525376947733121,0.7521636664087255,-3.247994197106141,-0.5112959332446733,-0.8967341813360222,0.0652472460142565,0.3094518591166058,1.6948246781975433,1.0
-0.7927059967075133,-0.10589979305751102,-0.9189173228590454,0.3582828990333094,0.6670690073557017,-0.0038935929381771614,-0.39649959545988117,0.47921793118991135,1.0997256712637704,0.4683028431983421,1.0
-1.2094435887144652,-0.6001657710669137,-0.6438306293565632,-0.515378951201449,0.20570105003813619,-0.11918253033536186,0.5914798748364909,-1.659075050768811,-1.8912756089637994,1.518098378746202,0.0
-1.0562477054218444,-0.6937000928100904,0.12252274759063757,-0.0860637023329454,0.6812726433265807,-0.19148709928231666,0.6260476118808879,-0.06720069174247875,-0.19704872763576128,-0.38890658573493575,0.0
0.6088979929860895,0.4112718275142173,0.17635718151976235,-0.6273998910933708,-0.07565599436314963,-0.9692287800721143,0.18983784889661087,-1.8556587079415716,-0.4353160367483023,-1.2792763647229648,1.0
-0.3943808067217563,0.9624892264957183,-0.0549695690450474,-0.049208912740710826,0.17245914412039792,0.022077576513359645,-0.15439719035240132,0.8164871063806559,-0.1648343738489186,1.4260665669248258,0.0
1.2259328441017643,-0.029441704714487905,0.9846412973204437,0.2424196349421416,0.16109173651100972,1.166783598256248,0.04366629686847591,-0.07203726715803836,0.013288964631991534,2.27611529617235,1.0
-1.0572728683678405,0.5216079568122053,-0.6810354664878796,0.02934924663648145,-0.693102590221059,0.3571803027211874,-0.8316912830054071,0.8854219176971685,-0.16916806947180016,-0.9293669704030135,0.0
-0.04431592715215419,0.5191897040124404,0.0696711019270192,1.0532568175084165,0.26687824527607457,-0.20902817286824005,-2.4647188156527684,1.0545260649674044,-1.3625907661400096,0.6531779049723011,1.0
0.0842731696198183,-2.8407971811414536,-0.37264717454074314,0.17515586894385357,-0.33149151351564526,-1.2010038436373411,-1.037469804035045,-1.7839722817062802,1.4058547233811078,-1.5732392634995767,1.0
0.1995971550113403,-0.6759309528075755,-0.38144107440158287,0.15827594738324222,-1.5933943223627678,0.4899959020227371,-0.716894538049597,0.8400680482846598,0.10600145378630436,2.522206542947444,1.0
0.8980421940838834,0.06572694645044276,-1.3527046389252466,-0.7713603028395702,-0.9322577430578817,0.09588757726266456,-0.6111562144732002,-0.14069602656297533,-0.3204062016818002,0.4916508350468422,0.0
1.099694477121257,-0.9278735945827741,-0.8068791272938517,-0.7551650680985089,0.4505286635367174,1.5504719423218563,-0.040257267369499514,1.0636653295510738,-0.4401316230003416,0.19917748718058495,0.0
0.5399140357380391,0.29036886539736906,-1.3938819374028004,-1.4083995072040654,1.3043922100370988,-0.4201573472841109,0.41036430183078276,-0.5239035850683487,-0.46493764379889047,2.0623916664354387,1.0
0.29745049193632894,-0.06350902641374068,-0.22270557435671928,0.9024564501347446,1.5642713465058211,0.6014084368271064,1.1258220058065211,0.032724321250135587,-0.03005155096729169,0.40598051336925073,1.0
-0.08677893601385368,-0.061628903979831,-0.31791063848115436,-1.7887975142647505,-0.857630640068175,1.9047050317178578,0.15996218633261705,-0.0862785677417359,0.7884051030986617,-0.8968751217727187,0.0
0.015632052244152674,0.2565358908688248,0.9981926528959653,-0.860597283004392,-1.0716700178331116,0.8288304580831372,0.9876991051298482,2.0481527079133195,-0.5218823110144442,-1.3350278420877022,1.0
-1.256882148735064,0.45175714616698004,0.5781646861250873,1.9093185001626443,-0.9560640018855997,-1.1235765207956783,-1.297085977995382,1.4664207579058315,0.3558743170473794,-0.6414573271097319,1.0
1.0886110194498093,-1.6560277136794677,-1.4052532739296826,-0.6248257898141133,1.4555699794390153,0.18353521962509498,0.6570076778648781,1.5452443440279267,-0.3710253383463736,0.13383556025314486,0.0
1.6021673071933304,1.8670899324893038,0.39142495196685495,-0.8794985459351575,0.19151308981376802,0.4201873260657272,0.31561859246145607,1.230432729015945,-0.6513654614423321,0.6346300588657376,1.0
0.07187787036404751,-0.8673969278793326,-0.45685867875906766,0.12128996570581155,1.0772277497220442,1.4270426196761368,0.6978333513799868,-1.8298288959017601,-0.06401394170081381,1.0900727946281772,0.0
0.05847691962456231,0.07376246459499042,0.3630810875366903,0.20917878838493398,0.732211239804192,1.1918132127992513,0.6258486046527584,0.6792783188886374,0.6147171213782804,2.329298958222402,0.0
2.022753040084998,1.2165557321954454,0.26147604991475887,-1.5889053861123816,-0.001195195945426989,1.0823213174354365,-2.1595407061724554,1.1087028407285968,0.7887493256781635,1.7578717537920283,0.0
0.4309616594112713,0.8995916040683835,0.9940108651564344,0.8796447256186337,1.1827832787235253,0.5088194511017238,1.362391753917554,-0.696706082967891,0.9656464704600396,1.9587714690954725,0.0
-1.1064180215290307,0.5896103445894789,1.4407020900105838,0.7231969039957515,-0.5955838565865595,-1.0271663271443885,-0.4642931548217065,-0.9184082048234784,0.8035871274186623,0.09654915798122576,1.0
0.49310817412587493,-1.0496883639971444,-0.4481908919248844,-0.8478640781813843,0.039162643450808936,0.2187595950841548,0.3753110349802891,-0.5201455266005053,-1.5344492033042259,0.4032772718384117,0.0
